,Food&Drinks,AlcoholicItems,Cloothing&Footwear,Fuel&Power,HouseholdGoods,Health,Transport,Communication,Recreation&Culture,Education,Restaurants&Hotels,Goods&Services,AllExpenditure,OtherExpenditure,Total Exp,Income
0,4824,1000,1984,6080,3224,592,6424,1504,6008,536,4048,3496,39728,6016,45744,54435
1,4864,984,1992,6336,3320,608,6520,1512,6136,592,4152,3592,40608,6240,46848,58560
2,4416,1032,1960,4584,3248,352,5792,1376,6168,232,3656,2704,35512,4464,39976,41575
3,4512,1088,2000,5176,2944,416,5912,1424,5456,336,3832,3296,36376,5312,41688,51693
4,4352,952,1776,5120,3368,480,6184,1400,5936,368,3936,3176,37056,5360,42416,46233
5,4896,1088,1888,5344,3304,560,6512,1456,5784,480,3880,3496,38680,5584,44264,50460
6,4640,928,1688,5328,2728,616,5512,1472,5288,408,3248,3104,34968,5096,40064,41265
7,4976,976,1928,6040,3024,664,6752,1520,6272,288,3856,3704,39992,6144,46136,50288
8,5264,872,2392,10344,3288,656,6256,1672,5272,1480,5320,3960,46768,8120,54888,59827
9,5296,1000,2200,6432,4104,792,7896,1648,7968,728,4696,4224,46968,7608,54576,63308
10,4880,992,1768,6136,3592,744,7064,1464,6584,440,3968,3808,41440,6208,47648,50983
11,4488,960,1760,4760,2712,488,6168,1424,5656,152,3408,3000,34976,4840,39816,44992
12,4560,1120,1864,4992,2824,512,5824,1464,5632,272,3536,2920,35544,5112,40656,41062
13,5104,1176,2472,4288,2504,544,6040,1448,4160,392,3608,3128,34848,4176,39024,45267
14,2587,507,1002,3140,1572,345,3511,790,3261,149,2005,1926,20795,3194,23990,25909
15,2806,530,1166,3408,2175,419,4184,873,4223,385,2488,2238,24893,4032,28925,29214
16,1071,246,519,900,525,114,1268,304,873,82,757,656,7318,876,8195,9424
17,7296,1476,2988,9504,4980,912,9780,2268,9204,888,6228,5388,60912,9360,70272,85029
18,3985,752,1655,4840,3088,596,5942,1240,5996,547,3534,3178,35348,5725,41073,45592
19,7784,1729,3001,8496,5253,890,10354,2315,9196,763,6169,5558,61501,8878,70379,79529
20,11892,2405,4870,15491,8117,1486,15941,3696,15002,1447,10151,8782,99286,15256,114543,136306
21,20930,4234,8571,27265,14286,2616,28056,6506,26404,2547,17866,15457,174744,26851,201596,254011
22,1094,268,447,1198,677,122,1397,351,1351,65,848,700,8530,1226,9757,10928
23,1762,391,679,1923,1189,201,2344,524,2082,172,1396,1258,13924,2010,15935,17369
24,19027,3849,7792,24786,12987,2378,25506,5914,24004,2315,16242,14051,158858,24410,183269,199763
25,8110,1590,3142,9845,4929,1082,11005,2477,10223,469,6285,6037,65186,10014,75201,87233
26,7197,1599,2775,7855,4856,823,9572,2140,8502,705,5703,5139,56859,8208,65068,67020
27,1431,270,594,1738,1109,214,2134,445,2153,196,1269,1141,12695,2056,14751,15489
28,14031,2752,5436,17032,8527,1872,19039,4286,17686,812,10873,10444,112773,17325,130098,136603
29,1302,270,535,1641,870,159,1734,406,1622,144,1092,943,10726,1624,12350,12474
30,7520,1420,3124,9133,5827,1124,11212,2340,11314,1033,6668,5998,66694,10803,77497,79822
31,2782,525,1155,3379,2156,416,4148,865,4186,382,2467,2219,24676,3997,28674,30107
32,11875,2638,4579,12961,8013,1358,15794,3531,14029,1164,9410,8479,93818,13543,107362,135276
33,1682,387,815,1413,825,179,1991,477,1371,129,1189,1031,11489,1376,12866,16597
34,1678,339,687,2185,1145,209,2249,521,2116,204,1432,1239,14009,2152,16162,18910
35,2462,604,1006,2695,1524,276,3144,790,3041,146,1909,1576,19193,2760,21954,21954
36,32918,6659,13481,42880,22468,4114,44125,10232,41526,4006,28099,24309,274825,42230,317056,402661
37,2496,554,962,2725,1685,285,3321,742,2949,244,1978,1782,19726,2847,22574,25735
38,7405,1584,2904,7854,4474,805,10177,2349,9332,250,5623,4950,57710,7986,65696,73579
39,12688,2819,4893,13850,8562,1451,16877,3773,14990,1244,10055,9060,100246,14472,114719,118160
40,9479,1790,3938,11513,7346,1417,14133,2949,14262,1303,8405,7560,84072,13618,97691,108437
41,2378,508,932,2522,1437,258,3269,754,2997,80,1806,1590,18537,2565,21102,23845
42,20187,4486,7784,22035,13623,2309,26851,6003,23849,1979,15998,14415,159491,23024,182515,189816
43,2240,464,921,2823,1497,274,2983,698,2790,248,1879,1623,18449,2793,21243,26979
44,218,53,89,239,135,24,279,70,270,13,169,140,1706,245,1951,2146
45,29303,5928,12000,38171,20001,3662,39279,9109,36966,3566,25013,21639,244642,37592,282234,296346
46,7805,1882,3460,8954,5093,719,10227,2463,9438,581,6629,5702,62930,9189,72120,78611
47,46085,9323,18873,60032,31456,5760,61776,14325,58137,5609,39339,34033,384755,59123,443878,554848
48,3554,760,1393,3769,2147,386,4885,1127,4479,120,2699,2376,27700,3833,31534,39417
49,954,180,396,1159,739,142,1422,296,1435,131,846,761,8463,1370,9834,11998
50,2031,421,835,2560,1357,249,2705,633,2530,225,1705,1472,16733,2533,19267,23313
51,50694,10255,20761,66036,34602,6336,67953,15758,63951,6170,43273,37437,423230,65035,488266,502914
52,992,239,440,1138,647,91,1300,313,1200,73,843,725,8002,1168,9171,10271
53,19503,3945,7987,25406,13312,2437,26143,6062,24604,2373,16648,14403,162829,25021,187851,238570
54,8491,1726,3076,10676,6250,1294,12291,2547,11456,765,6904,6625,72105,10801,82907,103634
55,2604,540,1071,3283,1740,319,3468,812,3244,289,2185,1887,21453,3248,24701,27665
56,2591,554,1016,2748,1566,281,3562,822,3266,87,1968,1732,20198,2795,22993,26902
57,25347,5127,10380,33018,17301,3168,33976,7879,31975,3085,21636,18718,211615,32517,244133,266105
58,880,188,345,933,531,95,1209,279,1109,29,668,588,6858,949,7807,9213
59,3056,621,1107,3843,2250,466,4424,917,4124,275,2485,2385,25958,3888,29846,32831
60,32024,6478,13115,41715,21858,4003,42927,9954,40398,3897,27336,23649,267358,41083,308442,391721
61,3654,781,1433,3875,2208,397,5022,1159,4605,123,2775,2442,28480,3941,32421,40850
62,17581,3556,7200,22902,12000,2197,23567,5465,22179,2139,15008,12983,146785,22555,169340,203209
63,27076,5477,11088,35270,18481,3384,36294,8416,34156,3295,23112,19995,226049,34735,260784,260784
64,7414,1454,2872,8999,4505,989,10060,2264,9345,429,5745,5518,59588,9154,68742,76991
65,1374,259,570,1669,1064,205,2048,427,2067,188,1218,1096,12187,1974,14161,16569
66,471,108,228,396,231,50,558,133,384,36,333,289,3219,385,3605,4651
67,12057,2451,4368,15160,8875,1838,17453,3617,16267,1087,9804,9408,102389,15338,117728,128324
68,13687,2769,5605,17829,9342,1710,18347,4254,17266,1665,11683,10108,114272,17559,131831,138423
69,5332,1045,2065,6472,3240,711,7235,1628,6720,308,4131,3969,42853,6583,49437,50426
70,1374,259,570,1669,1064,205,2048,427,2067,188,1218,1096,12187,1974,14161,14303
71,778,179,376,653,381,82,920,220,634,59,550,476,5312,636,5949,7377
72,712,164,344,598,349,75,842,202,580,54,503,436,4862,582,5444,5608
73,1324,250,550,1608,1026,198,1974,412,1992,182,1174,1056,11742,1902,13644,16236
74,1345,269,489,1545,791,178,1598,426,1533,118,941,900,10140,1477,11618,12431
75,2537,515,919,3190,1867,386,3673,761,3423,228,2063,1980,21548,3228,24776,29732
76,10435,2319,4024,11390,7042,1193,13880,3103,12328,1023,8270,7451,82446,11902,94348,99066
77,13049,2559,5055,15839,7930,1741,17706,3986,16447,755,10111,9713,104875,16112,120987,147604
78,1048,233,404,1144,707,119,1394,311,1238,102,831,748,8285,1196,9481,10524
79,94,21,45,79,46,10,111,26,76,7,66,57,643,77,721,850
80,8586,1780,3531,10822,5738,1053,11434,2677,10694,954,7205,6222,70715,10708,81424,100151
81,3018,570,1254,3666,2339,451,4500,939,4541,414,2676,2407,26771,4336,31108,31730
82,1267,239,526,1539,982,189,1890,394,1907,174,1124,1011,11244,1821,13065,15939
83,1522,309,551,1914,1120,232,2203,456,2054,137,1238,1188,12929,1936,14866,18582
84,11626,2486,4559,12330,7025,1264,15978,3688,14651,393,8828,7771,90605,12538,103143,121709
85,2152,406,894,2613,1667,321,3208,669,3238,295,1908,1716,19087,3091,22179,24397
86,15199,3089,5506,19111,11187,2317,22001,4559,20506,1370,12358,11860,129069,19335,148404,164728
87,599,133,231,654,404,68,797,178,707,58,474,427,4734,683,5417,6122
88,44247,8951,18121,57638,30201,5530,59312,13754,55818,5385,37770,32676,369409,56765,426174,494362
89,2446,461,1016,2970,1895,365,3647,761,3680,336,2169,1951,21693,3514,25208,27476
90,13840,2613,5749,16809,10725,2069,20635,4306,20823,1902,12272,11039,122746,19882,142628,171154
91,2617,529,1072,3410,1786,327,3509,813,3302,318,2234,1933,21855,3358,25213,32021
92,24696,4843,9568,29976,15008,3295,33510,7543,31128,1429,19137,18383,198481,30492,228974,281638
93,496,93,206,602,384,74,739,154,746,68,440,395,4401,712,5113,5165
94,3332,690,1370,4199,2227,408,4437,1038,4150,370,2796,2414,27442,4155,31598,38550
95,3228,609,1341,3920,2501,482,4813,1004,4857,443,2862,2574,28631,4637,33269,39591
96,9317,1543,4233,18308,5819,1161,11073,2959,9331,2619,9416,7009,82779,14372,97151,122411
97,23113,4364,9601,28071,17911,3456,34461,7192,34775,3177,20495,18435,204986,33204,238190,252481
98,48350,9781,19801,62982,33002,6043,64811,15029,60994,5884,41272,35705,403659,62028,465687,596079
99,17788,3804,6975,18866,10748,1934,24446,5643,22417,602,13507,11890,138626,19183,157809,201995
100,6702,1466,2735,7884,5186,739,9523,2156,9141,566,6061,4891,57066,8254,65320,84263
101,288,54,119,350,223,43,430,89,434,39,255,230,2559,414,2973,3449
102,3131,614,1213,3801,1903,417,4249,956,3947,181,2426,2331,25170,3866,29036,33973
103,4591,1020,1770,5011,3098,525,6107,1365,5424,450,3638,3278,36276,5237,41513,43589
104,1321,293,509,1442,892,151,1758,393,1561,129,1047,943,10443,1507,11951,13743
105,1678,316,697,2038,1300,251,2502,522,2525,230,1488,1338,14888,2411,17300,18511
106,11887,2416,4306,14947,8750,1812,17207,3566,16038,1071,9666,9276,100947,15122,116070,120713
107,4584,865,1904,5567,3552,685,6835,1426,6897,630,4065,3656,40657,6585,47243,52439
108,629,118,261,764,488,94,939,195,947,86,558,502,5585,904,6490,6555
109,249,57,121,209,122,26,295,70,203,19,176,153,1706,204,1911,2407
110,46884,9484,19201,61073,32002,5860,62847,14574,59145,5706,40021,34623,391427,60148,451575,559953
111,8210,1610,3181,9966,4989,1095,11140,2508,10348,475,6362,6111,65986,10137,76124,77646
112,2404,454,999,2920,1863,359,3585,748,3618,330,2132,1918,21328,3454,24783,31970
113,5798,1201,2384,7307,3875,711,7721,1807,7221,644,4865,4201,47750,7230,54981,57180
114,18856,3814,7722,24563,12870,2357,25276,5861,23787,2295,16096,13925,157427,24190,181618,199779
115,4012,811,1643,5227,2739,501,5379,1247,5062,488,3425,2963,33501,5148,38649,42901
116,1579,380,700,1811,1030,145,2069,498,1909,117,1341,1153,12731,1859,14590,18530
117,1650,335,598,2075,1215,251,2389,495,2227,148,1342,1288,14017,2099,16117,18857
118,578,117,209,727,425,88,837,173,780,52,470,451,4913,736,5649,6101
119,3271,617,1359,3973,2535,489,4877,1018,4922,449,2900,2609,29013,4699,33713,33713
120,48036,9717,19672,62573,32787,6004,64390,14932,60598,5846,41004,35474,401038,61625,462663,476543
121,346,65,143,420,268,51,516,107,521,47,307,276,3072,497,3569,3641
122,825,167,299,1037,607,125,1194,247,1113,74,671,644,7008,1049,8058,8219
123,4705,888,1954,5715,3646,703,7016,1464,7080,646,4172,3753,41733,6760,48493,54798
124,3434,828,1522,3939,2240,316,4500,1083,4153,255,2916,2508,27689,4043,31732,37127
125,700,142,253,880,515,106,1013,210,944,63,569,546,5947,890,6838,7659
126,6769,1369,2772,8817,4620,846,9073,2104,8539,823,5778,4998,56512,8683,65196,78235
127,8738,1447,3970,17171,5458,1088,10384,2775,8751,2456,8831,6573,77634,13479,91114,97492
128,802,162,328,1045,547,100,1075,249,1012,97,685,592,6700,1029,7729,8425
129,21530,4223,8342,26134,13084,2873,29215,6576,27138,1246,16684,16027,173043,26584,199628,245543
130,3958,776,1533,4805,2405,528,5371,1209,4990,229,3067,2946,31817,4888,36705,38908
131,6784,1281,2818,8240,5257,1014,10115,2111,10208,932,6016,5411,60172,9746,69919,85302
132,78069,15793,31972,101695,53287,9758,104648,24268,98485,9501,66641,57653,651775,100154,751930,962470
133,4349,853,1685,5279,2643,580,5902,1328,5482,251,3370,3237,34959,5370,40330,47993
134,1732,359,712,2183,1158,212,2307,540,2158,192,1454,1255,14270,2160,16431,20374
135,4017,859,1575,4260,2427,436,5521,1274,5062,136,3050,2685,31307,4332,35640,40629
136,85579,17312,35048,111478,58413,10697,114716,26602,107959,10415,73052,63199,714477,109789,824266,931421
137,5543,1087,2147,6728,3368,739,7521,1693,6986,320,4295,4126,44550,6844,51395,51395
138,7539,1675,2907,8229,5088,862,10028,2242,8907,739,5975,5383,59567,8599,68166,87253
139,6261,1391,2414,6834,4225,716,8328,1862,7397,613,4962,4471,49467,7141,56609,67931
140,67690,13693,27721,88175,46202,8461,90735,21041,85391,8238,57781,49988,565123,86839,651962,678040
141,11152,2256,4567,14527,7612,1394,14949,3466,14069,1357,9520,8236,93110,14307,107418,107418
142,18736,3790,7673,24406,12788,2342,25115,5824,23636,2280,15993,13836,156426,24037,180463,187681
143,1304,255,505,1583,793,174,1770,398,1644,75,1011,971,10487,1611,12099,14277
144,3250,673,1337,4097,2172,398,4329,1013,4048,361,2728,2356,26773,4054,30827,36376
145,13186,2667,5400,17176,9000,1648,17675,4099,16634,1604,11256,9737,110088,16916,127005,130815
146,528,107,191,664,388,80,764,158,712,47,429,412,4485,671,5157,6446
147,189,38,68,237,139,28,273,56,255,17,153,147,1605,240,1846,2344
148,14592,2417,6631,28675,9114,1818,17342,4635,14615,4102,14748,10977,129650,22510,152160,196287
149,7502,1728,3633,6303,3680,799,8878,2128,6115,576,5303,4598,51226,6138,57365,65970
150,28105,6011,11021,29808,16983,3055,38625,8917,35419,951,21341,18786,219029,30309,249338,309180
151,13366,2523,5552,16233,10358,1998,19928,4159,20110,1837,11852,10660,118542,19201,137744,168048
152,644,121,267,782,499,96,960,200,969,88,571,513,5712,925,6638,6771
153,3639,778,1427,3859,2199,395,5001,1154,4586,123,2763,2432,28362,3924,32286,39712
154,11642,2355,4768,15166,7946,1455,15606,3619,14687,1417,9938,8597,97201,14936,112137,113258
155,3784,809,1483,4013,2286,411,5200,1200,4768,128,2873,2529,29490,4080,33570,40620
156,467,96,192,589,312,57,623,145,582,51,392,339,3852,583,4436,4880
157,2301,465,942,2997,1570,287,3085,715,2903,280,1964,1699,19214,2952,22166,26600
158,2263,545,1003,2596,1477,208,2966,714,2737,168,1922,1653,18249,2665,20914,22588
159,7486,1663,2886,8171,5052,856,9957,2226,8844,733,5932,5345,59145,8538,67684,73775
160,481,91,200,585,373,72,718,149,725,66,427,384,4274,692,4966,5711
161,47764,9662,19561,62218,32602,5970,64025,14847,60254,5813,40772,35273,398766,61276,460042,584254
162,1718,337,665,2085,1044,229,2331,524,2165,99,1331,1279,13810,2121,15932,18003
163,8319,1916,4029,6989,4081,886,9845,2360,6780,638,5881,5098,56802,6806,63609,78875
164,3104,608,1202,3767,1886,414,4212,948,3912,179,2405,2310,24948,3832,28781,33098
165,5471,1112,1982,6880,4027,834,7920,1641,7382,493,4449,4269,46464,6960,53425,63576
166,2379,528,917,2597,1605,272,3164,707,2811,233,1885,1699,18798,2713,21512,24524
167,33936,6865,13898,44206,23163,4242,45490,10549,42811,4130,28968,25061,283324,43536,326860,346472
168,22449,4541,9193,29242,15322,2806,30092,6978,28319,2732,19162,16578,187420,28799,216220,227031
169,6794,1668,2777,7438,4207,762,8677,2181,8391,405,5268,4350,52960,7616,60577,62394
170,625,129,257,787,417,76,832,194,778,69,524,453,5148,779,5928,6580
171,6220,1330,2439,6597,3758,676,8548,1973,7839,210,4723,4158,48476,6708,55184,58496
172,519,111,203,550,313,56,713,164,654,17,394,347,4046,559,4606,5896
173,3172,678,1244,3364,1917,344,4359,1006,3998,107,2408,2120,24723,3421,28144,28988
174,1853,384,762,2335,1238,227,2467,577,2307,205,1554,1342,15260,2310,17571,19329
175,73737,14917,30198,96052,50330,9217,98841,22921,93020,8974,62943,54453,615608,94597,710205,802532
176,352,75,138,373,212,38,483,111,443,11,267,235,2743,379,3123,3654
177,50035,10122,20491,65178,34152,6254,67071,15553,63121,6089,42711,36950,417734,64190,481925,525298
178,7153,1671,3175,7426,5261,570,9383,2229,9992,375,5922,4380,57529,7231,64761,73827
179,2405,489,871,3024,1770,366,3482,721,3245,216,1956,1877,20428,3060,23488,25367
180,4616,871,1917,5607,3577,690,6883,1436,6945,634,4093,3682,40943,6632,47575,56139
181,6130,1311,2403,6501,3704,666,8424,1945,7725,207,4654,4097,47773,6610,54384,56016
182,1899,358,789,2307,1472,284,2832,591,2858,261,1684,1515,16848,2729,19577,20556
183,3944,744,1638,4790,3056,589,5880,1227,5934,542,3497,3145,34978,5665,40644,49992
184,14124,2667,5867,17154,10945,2112,21059,4395,21251,1941,12524,11265,125268,20291,145559,148470
185,4585,932,1661,5765,3375,699,6637,1375,6186,413,3728,3577,38937,5833,44770,51037
186,84,19,41,71,41,9,100,24,69,6,60,52,580,69,649,773
187,9317,1543,4233,18308,5819,1161,11073,2959,9331,2619,9416,7009,82779,14372,97151,115610
188,5230,1025,2026,6348,3178,697,7096,1597,6592,302,4052,3893,42033,6457,48491,60614
189,34,8,16,29,17,3,41,9,28,2,24,21,237,28,266,279
190,1552,304,601,1883,943,207,2106,474,1956,89,1202,1155,12474,1916,14390,17700
191,760,154,275,956,559,115,1101,228,1026,68,618,593,6459,967,7426,8318
192,286,54,118,347,221,42,426,89,430,39,253,228,2539,411,2950,3363
193,1058,215,383,1330,779,161,1532,317,1428,95,860,825,8988,1346,10334,11988
194,647,143,249,707,437,74,861,192,765,63,513,462,5117,738,5856,5914
195,75909,15356,31087,98882,51813,9488,101753,23596,95760,9238,64797,56058,633745,97384,731129,899289
196,5898,1193,2415,7683,4026,737,7906,1833,7441,717,5035,4356,49246,7567,56813,72153
197,712,164,344,598,349,75,842,202,580,54,503,436,4862,582,5444,6751
198,1561,376,692,1790,1018,143,2045,492,1887,116,1325,1140,12586,1837,14424,15289
199,17307,3501,7088,22545,11813,2163,23200,5380,21833,2106,14774,12781,144495,22203,166699,171700
200,2878,639,1110,3142,1942,329,3829,856,3400,282,2281,2055,22743,3283,26027,31753
201,8376,1694,3430,10910,5717,1047,11227,2603,10566,1019,7150,6185,69929,10745,80675,81481
202,5202,1156,2006,5678,3510,595,6919,1547,6146,510,4122,3714,41101,5933,47034,53619
203,836,201,371,960,546,77,1096,264,1012,62,710,611,6747,985,7733,9821
204,13416,2222,6096,26364,8380,1672,15945,4261,13437,3772,13559,10093,119202,20696,139898,139898
205,6205,1327,2433,6581,3750,674,8528,1969,7820,210,4712,4148,48363,6692,55056,61112
206,3855,799,1585,4859,2576,473,5134,1201,4801,428,3235,2794,31750,4807,36558,39848
207,32376,6549,13259,42174,22098,4047,43398,10064,40842,3940,27636,23909,270297,41535,311832,321187
208,983,210,385,1043,594,106,1352,312,1239,33,747,657,7667,1061,8728,9950
209,19856,3289,9023,39019,12403,2474,23599,6307,19887,5582,20068,14938,176419,30630,207049,207049
210,82622,16714,33837,107626,56395,10327,110751,25683,104228,10055,70527,61015,689785,105995,795781,1002684
211,30182,4999,13715,59310,18852,3761,35870,9586,30228,8485,30503,22705,268157,46558,314715,396541
212,808,164,293,1017,595,123,1170,242,1091,72,657,631,6868,1028,7897,8845
213,70972,14357,29065,92450,48443,8871,95135,22062,89532,8638,60583,52411,592523,91049,683572,820287
214,1303,255,505,1582,792,173,1769,398,1643,75,1010,970,10478,1609,12088,15110
215,727,155,285,771,439,79,1000,230,917,24,552,486,5672,784,6457,7296
216,2176,476,888,2560,1684,240,3092,700,2968,184,1968,1588,18528,2680,21208,24177
217,26294,5345,9526,33062,19354,4008,38062,7888,35476,2370,21380,20518,223289,33450,256739,305520
218,144588,29250,59214,188345,98691,18073,193815,44946,182400,17597,123423,106776,1207125,185492,1392617,1796476
219,16857,3605,6610,17879,10186,1833,23168,5348,21245,570,12801,11268,131377,18180,149557,177973
220,27215,5821,10672,28865,16445,2959,37403,8635,34298,921,20666,18192,212098,29350,241448,294566
221,1377,306,531,1503,929,157,1832,409,1627,135,1091,983,10882,1571,12454,15816
222,8738,1447,3970,17171,5458,1088,10384,2775,8751,2456,8831,6573,77634,13479,91114,106603
223,5359,1011,2226,6508,4153,801,7990,1667,8063,736,4752,4274,47529,7698,55227,58541
224,13311,2958,5133,14529,8983,1522,17705,3958,15726,1305,10549,9505,105167,15182,120349,138401
225,553,112,200,695,407,84,800,165,746,49,449,431,4698,703,5402,5456
226,52,12,25,44,25,5,62,14,43,4,37,32,360,43,403,456
227,21757,4401,8910,28342,14850,2719,29165,6763,27447,2648,18572,16067,181646,27912,209559,255662
228,1254,255,454,1577,923,191,1815,376,1692,113,1020,978,10653,1595,12249,13596
229,5031,833,2286,9886,3142,627,5979,1598,5038,1414,5084,3784,44700,7761,52461,52461
230,1358,333,555,1487,841,152,1735,436,1678,81,1053,870,10592,1523,12115,15144
231,1176,222,488,1428,911,175,1754,366,1770,161,1043,938,10433,1690,12123,14790
232,1200,256,470,1273,725,130,1650,381,1513,40,911,802,9359,1295,10654,12146
233,6964,1315,2893,8458,5397,1041,10383,2167,10478,957,6175,5554,61765,10004,71770,81818
234,2333,457,904,2832,1418,311,3166,712,2941,135,1808,1737,18756,2881,21637,22503
235,730,143,283,887,444,97,991,223,921,42,566,543,5873,902,6775,8401
236,10867,2415,4190,11862,7333,1243,14454,3231,12838,1065,8612,7760,85857,12394,98252,103165
237,22540,3733,10242,44292,14079,2808,26788,7159,22574,6337,22780,16956,200259,34769,235029,258532
238,1173,230,454,1423,712,156,1591,358,1478,67,909,873,9427,1448,10876,11202
239,393,96,161,431,243,44,503,126,486,23,305,252,3071,441,3512,3653
