,Food&Drinks,AlcoholicItems,Cloothing&Footwear,Fuel&Power,HouseholdGoods,Health,Transport,Communication,Recreation&Culture,Education,Restaurants&Hotels,Goods&Services,AllExpenditure,OtherExpenditure,Total Exp,Income
744,7467,1410,3102,9069,5786,1116,11133,2323,11234,1026,6621,5955,66224,10727,76952,79260
745,463,99,181,491,280,50,637,147,584,15,352,310,3614,500,4114,4690
746,2635,535,954,3313,1939,401,3814,790,3555,237,2142,2056,22377,3352,25729,32676
747,567,115,205,713,417,86,821,170,765,51,461,442,4817,721,5539,5649
748,5641,934,2563,11086,3523,703,6704,1792,5650,1586,5701,4244,50124,8702,58827,66474
749,65,13,23,82,48,10,95,19,88,5,53,51,557,83,641,647
750,7545,1249,3428,14827,4713,940,8967,2396,7557,2121,7625,5676,67039,11639,78678,95988
751,1330,295,512,1451,897,152,1769,395,1571,130,1054,949,10507,1516,12024,12986
752,1697,391,822,1426,832,180,2009,481,1383,130,1200,1040,11592,1389,12981,14928
753,10653,2367,4108,11628,7189,1218,14169,3168,12585,1044,8442,7607,84165,12150,96315,119431
754,14678,2969,6011,19120,10018,1834,19675,4562,18516,1786,12529,10839,122544,18830,141375,182374
755,891,168,370,1082,690,133,1328,277,1340,122,790,710,7903,1280,9183,11112
756,986,200,357,1240,725,150,1427,295,1330,88,801,769,8375,1254,9630,10400
757,727,167,352,611,356,77,861,206,593,55,514,445,4967,595,5562,6508
758,1870,415,721,2041,1262,213,2487,556,2209,183,1482,1335,14776,2133,16909,21136
759,5375,1087,2201,7002,3669,671,7205,1671,6781,654,4588,3969,44879,6896,51775,55399
760,130936,26488,53623,170562,89372,16367,175515,40702,165178,15936,111770,96695,1093150,167978,1261128,1513353
761,5525,915,2510,10857,3451,688,6566,1754,5533,1553,5583,4156,49087,8522,57610,61066
762,72999,14768,29896,95091,49827,9124,97853,22692,92090,8884,62313,53909,609452,93651,703103,731227
763,404,99,165,442,250,45,516,129,499,24,313,258,3151,453,3605,4109
764,150,30,54,189,110,22,217,45,203,13,122,117,1278,191,1470,1735
765,6495,1273,2516,7884,3947,866,8813,1984,8186,375,5033,4834,52201,8019,60221,75879
766,85,17,31,107,63,13,124,25,115,7,69,66,727,109,836,970
767,1358,256,564,1649,1052,203,2025,422,2043,186,1204,1083,12047,1951,13998,16098
768,4718,925,1828,5727,2867,629,6402,1441,5947,273,3656,3512,37921,5825,43747,46810
769,15746,2608,7155,30942,9835,1962,18713,5001,15770,4427,15913,11845,139897,24289,164186,165828
770,12533,2785,4833,13680,8457,1433,16670,3727,14806,1228,9932,8949,99016,14294,113311,145038
771,587,130,226,641,396,67,781,174,693,57,465,419,4639,669,5309,6159
772,2736,536,1060,3322,1663,365,3713,836,3449,158,2120,2037,21995,3379,25374,32733
773,22337,4518,9148,29097,15246,2792,29942,6943,28178,2718,19067,16495,186488,28656,215144,240962
774,1050,212,430,1368,717,131,1408,326,1325,127,897,776,8773,1348,10121,10223
775,686,137,249,788,403,91,815,217,782,60,480,459,5171,753,5925,5984
776,119992,24274,49141,156306,81902,14999,160845,37300,151372,14604,102428,88613,1001781,153938,1155719,1363748
777,1005,215,394,1066,607,109,1381,319,1267,34,763,672,7835,1084,8919,11506
778,37665,7619,15425,49063,25708,4708,50488,11708,47515,4584,32151,27815,314454,48320,362775,413563
779,132,30,64,111,65,14,156,37,108,10,93,81,905,108,1013,1185
780,4827,911,2005,5863,3741,721,7197,1502,7263,663,4280,3850,42816,6935,49751,58209
781,1502,304,615,1957,1025,187,2014,467,1895,182,1282,1109,12546,1927,14474,15198
782,10036,2030,4110,13073,6850,1254,13453,3119,12661,1221,8567,7411,83792,12875,96668,116968
783,3608,733,1307,4537,2656,550,5223,1082,4868,325,2934,2815,30642,4590,35232,36994
784,798,170,312,846,482,86,1096,253,1005,27,605,533,6219,860,7079,8708
785,1457,294,596,1898,994,182,1953,453,1838,177,1244,1076,12167,1869,14037,17406
786,411,83,149,517,303,62,595,123,555,37,334,321,3495,523,4019,4381
787,3087,583,1282,3750,2392,461,4603,960,4645,424,2737,2462,27384,4435,31819,36592
788,742,140,308,901,575,110,1106,230,1116,102,658,591,6582,1066,7648,9331
789,405,82,146,509,298,61,587,121,547,36,329,316,3444,515,3959,4237
790,53849,11518,21117,57113,32540,5855,74007,17085,67863,1823,40891,35995,419661,58073,477734,530285
791,3934,919,1746,4084,2893,313,5160,1226,5495,206,3257,2409,31641,3977,35618,38468
792,164,36,63,179,111,18,219,49,194,16,130,117,1301,187,1489,1683
793,740,139,307,899,574,110,1104,230,1114,101,656,590,6570,1064,7635,9391
794,1680,329,651,2039,1021,224,2279,513,2117,97,1302,1250,13503,2074,15578,17915
795,26372,5335,10800,34353,18001,3296,35351,8198,33269,3209,22512,19475,220177,33833,254011,307353
796,15000,2484,6816,29477,9369,1869,17827,4764,15023,4217,15160,11284,133274,23139,156414,172055
797,14435,2934,5229,18150,10625,2200,20895,4330,19475,1301,11737,11264,122579,18363,140942,171950
798,281,53,116,341,217,42,419,87,423,38,249,224,2493,403,2897,3129
799,605,114,251,734,468,90,902,188,910,83,536,482,5365,869,6235,6235
800,19831,4407,7647,21646,13383,2268,26377,5897,23428,1944,15716,14160,156676,22618,179295,195431
801,14248,2896,5162,17915,10487,2172,20625,4274,19223,1284,11585,11118,120994,18125,139120,150249
802,2869,613,1125,3043,1734,312,3943,910,3616,97,2179,1918,22363,3094,25458,32586
803,2022,411,732,2542,1488,308,2927,606,2728,182,1644,1578,17173,2572,19746,25077
804,989,219,381,1079,667,113,1315,294,1168,96,783,706,7815,1128,8943,10284
805,1977,410,813,2492,1321,242,2633,616,2463,219,1659,1433,16288,2466,18755,21193
806,1691,342,692,2202,1154,211,2266,525,2133,205,1443,1248,14118,2169,16287,20848
807,2869,704,1172,3141,1777,322,3664,921,3544,171,2225,1837,22367,3216,25584,28142
808,116,23,42,146,85,17,168,34,157,10,94,90,989,148,1138,1377
809,2126,425,773,2441,1249,282,2525,674,2422,186,1488,1422,16022,2334,18357,20376
810,7398,1644,2852,8075,4992,846,9840,2200,8740,725,5863,5282,58448,8437,66886,83608
811,3441,649,1429,4179,2666,514,5130,1070,5177,473,3051,2744,30519,4943,35463,42201
812,2723,553,986,3424,2004,415,3942,817,3674,245,2214,2125,23128,3464,26593,30582
813,327,70,128,347,197,35,450,103,412,11,248,218,2552,353,2905,3167
814,54120,10948,22164,70499,36940,6765,72546,16823,68273,6587,46198,39967,451836,69431,521267,646371
815,10845,2194,4441,14128,7403,1355,14538,3371,13682,1320,9258,8009,90549,13914,104463,122222
816,6033,1290,2366,6399,3646,656,8292,1914,7604,204,4581,4033,47024,6507,53531,63167
817,5350,1290,2371,6137,3490,493,7010,1688,6469,398,4543,3908,43132,6298,49431,59317
818,4316,815,1793,5242,3345,645,6436,1343,6494,593,3827,3442,38283,6201,44484,52937
819,12676,2099,5760,24910,7918,1579,15065,4026,12695,3564,12811,9536,112626,19554,132180,150685
820,38266,7741,15671,49847,26119,4783,51294,11895,48273,4657,32664,28259,319474,49091,368566,383308
821,69450,14049,28442,90467,47404,8681,93095,21588,87612,8452,59283,51287,579816,89097,668913,709048
822,13598,3133,6585,11424,6671,1449,16091,3857,11083,1044,9612,8333,92842,11125,103967,109166
823,924,187,334,1162,680,140,1338,277,1247,83,751,721,7849,1175,9025,11643
824,190,45,84,218,124,17,249,60,229,14,161,138,1532,223,1756,1827
825,9399,2088,3624,10259,6343,1075,12502,2795,11104,921,7449,6711,74259,10720,84980,89229
826,4067,870,1595,4313,2457,442,5590,1290,5126,137,3088,2718,31698,4386,36085,46189
827,3682,787,1443,3905,2225,400,5060,1168,4640,124,2796,2461,28696,3970,32667,36913
828,18004,4000,6942,19651,12149,2059,23946,5354,21269,1765,14268,12855,142239,20534,162773,208349
829,6475,1222,2689,7864,5017,968,9654,2014,9742,890,5741,5164,57425,9301,66727,77403
830,698,149,273,740,421,75,959,221,879,23,530,466,5441,753,6194,7805
831,889,168,369,1080,689,133,1326,276,1338,122,788,709,7890,1278,9169,9627
832,42,8,15,53,31,6,62,12,57,3,34,33,363,54,418,493
833,3776,807,1480,4005,2281,410,5189,1198,4758,127,2867,2524,29428,4072,33501,39196
834,2260,452,822,2595,1329,300,2685,717,2576,198,1582,1512,17036,2482,19519,22837
835,4293,872,1555,5398,3160,654,6214,1287,5792,387,3490,3350,36456,5461,41918,42337
836,5147,1046,1865,6472,3789,784,7451,1544,6945,464,4185,4016,43714,6548,50262,63331
837,1089,250,527,915,534,116,1288,308,887,83,769,667,7436,891,8327,10242
838,928,198,364,985,561,100,1276,294,1170,31,705,620,7238,1001,8239,9063
839,4330,880,1568,5445,3187,660,6268,1299,5842,390,3521,3379,36774,5509,42283,49894
840,7876,1750,3037,8597,5315,900,10476,2342,9305,772,6242,5624,62227,8983,71210,89013
841,1443,292,591,1880,985,180,1935,448,1821,175,1232,1066,12052,1852,13905,16129
842,4532,969,1777,4807,2739,492,6229,1438,5712,153,3442,3029,35325,4888,40213,48658
843,1477,340,715,1241,724,157,1748,419,1204,113,1044,905,10089,1209,11298,12767
844,11038,2084,4585,13406,8553,1650,16457,3434,16607,1517,9787,8804,97895,15857,113752,127402
845,147,33,71,123,72,15,174,41,119,11,104,90,1004,120,1125,1361
846,58,13,22,64,39,6,78,17,69,5,46,42,465,67,532,612
847,22934,4905,8993,24324,13858,2493,31519,7276,28903,776,17415,15330,178734,24733,203468,256370
848,6925,1700,2830,7581,4288,777,8844,2223,8553,413,5369,4434,53979,7763,61742,70386
849,6198,1377,2390,6766,4183,709,8244,1843,7323,607,4912,4426,48973,7069,56043,66130
850,508,99,197,617,309,67,690,155,641,29,394,378,4090,628,4718,5237
851,34774,7727,13409,37956,23466,3977,46252,10341,41081,3409,27558,24830,274727,39660,314388,396129
852,6659,1347,2727,8675,4545,832,8927,2070,8401,810,5684,4918,55600,8543,64144,66710
853,845,171,346,1101,577,105,1133,262,1066,102,721,624,7058,1084,8142,8631
854,334,71,131,355,202,36,460,106,421,11,254,223,2609,361,2970,3356
855,26377,5336,10802,34360,18004,3297,35358,8199,33275,3210,22516,19479,220218,33839,254057,276923
856,16677,2762,7578,32772,10417,2078,19820,5297,16703,4689,16855,12546,148175,25726,173901,184335
857,8095,1678,3329,10203,5410,993,10780,2523,10082,899,6793,5866,66668,10095,76764,79067
858,2467,548,951,2693,1665,282,3282,733,2915,241,1955,1761,19494,2814,22309,24986
859,4474,905,1832,5827,3053,559,5997,1390,5644,544,3819,3303,37352,5739,43091,45246
860,7922,1602,3244,10320,5407,990,10620,2462,9994,964,6762,5850,66144,10163,76308,94621
861,36,7,14,43,22,4,49,11,45,2,28,26,291,44,335,429
862,1657,343,681,2089,1107,203,2207,516,2064,184,1391,1201,13652,2067,15720,18549
863,538,111,221,678,359,66,717,167,670,59,451,390,4434,671,5105,6382
864,147,31,57,156,89,16,203,46,186,5,112,98,1152,159,1311,1679
865,713,134,296,866,552,106,1063,221,1072,98,632,568,6324,1024,7349,7569
866,152,33,58,166,103,17,203,45,180,14,121,109,1207,174,1381,1547
867,1764,333,733,2143,1367,263,2631,549,2655,242,1564,1407,15650,2535,18185,20912
868,3111,629,1274,4052,2123,388,4170,967,3924,378,2655,2297,25975,3991,29967,34462
869,739,145,286,897,449,98,1003,225,931,42,572,550,5941,912,6854,7060
870,9192,1859,3764,11974,6274,1149,12321,2857,11596,1118,7846,6788,76743,11792,88536,112440
871,167,38,81,140,82,17,198,47,136,12,118,102,1142,136,1279,1637
872,85,19,33,93,57,9,114,25,101,8,68,61,678,97,776,861
873,7595,1775,3371,7884,5586,605,9962,2366,10608,399,6288,4650,61080,7678,68758,85948
874,6182,1490,2740,7091,4033,569,8100,1951,7475,460,5250,4516,49840,7278,57119,67400
875,1894,385,686,2382,1394,288,2742,568,2556,170,1540,1478,16089,2410,18499,18499
876,548,103,227,665,424,81,817,170,824,75,486,437,4861,787,5648,7230
877,84393,17073,34562,109933,57604,10549,113126,26234,106463,10271,72039,62323,704574,108268,812842,837228
878,6113,1199,2368,7421,3715,815,8295,1867,7706,353,4737,4550,49136,7548,56685,71423
879,469,92,181,569,285,62,636,143,591,27,363,349,3772,579,4351,5178
880,254,56,97,277,171,29,337,75,300,24,201,181,2006,289,2296,2893
881,8629,1692,3343,10474,5244,1151,11709,2636,10877,499,6687,6423,69355,10655,80011,83211
882,529,99,219,642,410,79,789,164,796,72,469,422,4693,760,5453,6053
883,25094,5202,10320,31628,16771,3079,33417,7823,31253,2788,21057,18186,206667,31295,237962,271277
884,8264,1679,2994,10391,6082,1259,11962,2479,11149,745,6719,6448,70176,10512,80689,84724
885,809,167,332,1020,541,99,1078,252,1008,89,679,586,6667,1009,7677,7677
886,35695,7221,14618,46498,24364,4461,47848,11096,45030,4344,30470,26360,298012,45793,343806,343806
887,65327,13215,26754,85097,44590,8165,87568,20307,82411,7951,55764,48243,545396,83807,629204,717292
888,12044,2436,4932,15690,8221,1505,16145,3744,15194,1465,10281,8895,100559,15452,116012,120652
889,460,87,191,559,357,68,687,143,693,63,408,367,4087,662,4750,6127
890,1337,285,524,1418,807,145,1837,424,1684,45,1015,893,10419,1441,11861,14352
891,4095,910,1579,4470,2763,468,5447,1218,4838,401,3245,2924,32358,4671,37029,47027
892,2404,486,984,3132,1641,300,3223,747,3033,292,2052,1775,20074,3084,23159,27790
893,4381,886,1794,5707,2990,547,5873,1362,5527,533,3740,3235,36579,5621,42200,49796
894,11393,1887,5177,22389,7116,1419,13541,3619,11411,3203,11515,8571,101229,17575,118805,136625
895,10,2,4,12,6,1,14,3,13,0,8,7,84,12,97,104
896,1269,306,562,1455,828,117,1662,400,1534,94,1077,927,10230,1494,11724,13366
897,52,10,19,66,38,8,76,15,70,4,42,41,446,66,513,631
898,3263,725,1258,3561,2202,373,4340,970,3854,319,2585,2330,25779,3721,29501,30976
899,1421,342,630,1631,927,131,1863,448,1719,105,1207,1038,11463,1674,13137,14713
900,111,27,45,121,68,12,141,35,137,6,86,71,866,124,990,1149
901,5399,1326,2207,5910,3343,606,6895,1733,6668,322,4186,3457,42085,6052,48138,60172
902,2074,406,803,2517,1260,276,2814,633,2614,120,1607,1543,16670,2561,19231,19808
903,37971,7681,15550,49463,25918,4746,50899,11803,47901,4621,32413,28041,317013,48713,365727,471788
904,2433,477,943,2954,1479,324,3302,743,3067,140,1886,1811,19561,3005,22566,22792
905,2936,594,1202,3825,2004,367,3936,912,3704,357,2506,2168,24517,3767,28284,32809
906,42096,8516,17240,54836,28733,5262,56428,13085,53105,5123,35934,31087,351449,54005,405454,506818
907,19466,3938,7972,25357,13287,2433,26094,6051,24557,2369,16617,14375,162520,24973,187494,196868
908,88,18,32,111,65,13,128,26,120,8,72,69,755,113,868,1025
909,1906,315,866,3746,1190,237,2265,605,1909,536,1926,1434,16938,2940,19879,21668
910,1447,321,558,1579,976,165,1924,430,1709,141,1146,1033,11433,1650,13084,13607
911,4899,811,2226,9627,3060,610,5822,1556,4906,1377,4951,3685,43528,7557,51086,59260
912,11236,2203,4353,13639,6828,1499,15247,3432,14163,650,8707,8364,90308,13874,104183,107308
913,38075,7702,15593,49598,25989,4759,51038,11836,48032,4634,32502,28118,317881,48847,366728,425405
914,1118,226,458,1456,763,139,1499,347,1411,136,954,825,9338,1434,10772,11311
915,1119,211,464,1359,867,167,1668,348,1683,153,992,892,9924,1607,11531,14760
916,1747,330,726,2122,1354,261,2605,543,2629,240,1549,1393,15499,2510,18010,19450
917,859,162,356,1043,665,128,1281,267,1292,118,761,685,7620,1234,8854,9651
918,246,50,89,310,181,37,357,74,333,22,200,192,2097,314,2411,2821
919,10708,2100,4148,12997,6507,1428,14529,3270,13496,619,8297,7970,86060,13221,99281,109210
920,82,15,34,100,63,12,122,25,124,11,73,65,731,118,849,900
921,2987,639,1171,3168,1805,324,4105,947,3764,101,2268,1996,23282,3221,26504,30479
922,2772,560,1135,3611,1892,346,3716,861,3497,337,2366,2047,23146,3556,26703,32845
923,2547,499,987,3092,1548,339,3457,778,3211,147,1974,1896,20477,3146,23623,26458
924,3151,726,1526,2647,1545,335,3729,893,2568,242,2227,1931,21515,2578,24093,28912
925,2690,546,974,3383,1980,410,3894,807,3630,242,2187,2099,22848,3422,26271,27059
926,8766,1948,3380,9568,5915,1002,11659,2606,10356,859,6946,6259,69254,9997,79252,84800
927,10655,2155,4363,13880,7273,1331,14283,3312,13442,1296,9095,7869,88960,13670,102630,105709
928,686,138,281,893,468,85,919,213,865,83,585,506,5729,880,6610,7337
929,21431,4335,8777,27917,14628,2678,28728,6662,27036,2608,18294,15827,178927,27494,206421,216743
930,405,79,157,492,246,54,550,123,511,23,314,302,3262,501,3763,4214
931,84,17,30,106,62,12,122,25,114,7,69,66,720,107,828,1044
932,231,45,89,280,140,30,314,70,291,13,179,172,1860,285,2145,2381
933,9888,2000,4049,12881,6749,1236,13255,3073,12474,1203,8440,7302,82555,12685,95241,103813
934,167,41,68,183,103,18,214,53,207,10,130,107,1307,188,1495,1660
935,3670,815,1415,4006,2477,419,4882,1091,4336,359,2908,2620,28998,4186,33184,42144
936,7011,1323,2912,8515,5433,1048,10453,2181,10549,963,6217,5592,62183,10072,72255,75146
937,3522,665,1463,4278,2729,526,5251,1096,5299,484,3123,2809,31239,5060,36299,41744
938,36,8,17,30,17,3,42,10,29,2,25,22,246,29,275,275
939,1771,408,857,1488,868,188,2095,502,1443,136,1252,1085,12092,1449,13542,15708
940,575,112,222,698,349,76,780,175,725,33,445,428,4623,710,5334,6507
941,456,89,176,553,277,60,618,139,574,26,353,339,3665,563,4228,4270
942,314,69,121,343,212,35,418,93,371,30,249,224,2485,358,2844,3214
943,7715,1568,2795,9700,5678,1176,11167,2314,10409,695,6273,6020,65515,9814,75330,83616
944,2252,500,868,2458,1519,257,2995,669,2660,220,1784,1608,17792,2568,20361,21786
945,1636,309,679,1987,1268,244,2440,509,2462,225,1451,1305,14516,2351,16867,19735
946,1203,227,499,1461,932,179,1793,374,1810,165,1066,959,10671,1728,12399,13019
947,844,180,331,895,510,91,1160,267,1064,28,641,564,6582,910,7493,8167
948,5232,1058,2142,6816,3571,654,7014,1626,6601,636,4466,3864,43686,6712,50399,53423
949,6483,1440,2500,7077,4375,741,8623,1928,7659,635,5138,4629,51224,7395,58619,60378
950,4563,895,1768,5538,2773,608,6191,1393,5751,264,3536,3396,36674,5634,42308,49501
951,5,1,2,4,2,0,6,1,4,0,3,3,34,4,38,45
952,15636,3163,6403,20368,10672,1954,20959,4860,19725,1903,13347,11547,130543,20059,150603,173193
953,341,75,131,372,230,39,454,101,403,33,270,243,2698,389,3088,3767
954,87030,17606,35642,113368,59403,10878,116660,27053,109789,10592,74290,64270,726586,111650,838237,922061
955,2183,428,846,2650,1326,291,2962,667,2752,126,1692,1625,17549,2696,20245,25306
956,34352,5690,15610,67504,21457,4281,40826,10911,34404,9658,34718,25842,305205,52990,358196,386851
957,1304,289,502,1423,880,149,1734,387,1540,127,1033,931,10302,1487,11790,13323
958,34,7,16,28,16,3,40,9,27,2,24,21,234,28,262,296
959,3411,746,1392,4014,2640,376,4848,1097,4653,288,3085,2489,29051,4202,33254,38242
960,1079,265,441,1182,668,121,1379,346,1333,64,837,691,8417,1210,9627,11071
961,320,73,155,269,157,34,379,90,261,24,226,196,2187,262,2450,3087
962,3979,808,1441,5003,2928,606,5759,1193,5368,358,3235,3105,33790,5062,38852,46622
963,11080,2241,4537,14433,7563,1385,14852,3444,13977,1348,9458,8182,92506,14214,106721,118460
964,4413,833,1833,5360,3420,660,6580,1373,6640,606,3913,3520,39144,6340,45485,47305
965,4340,819,1803,5271,3363,649,6471,1350,6530,596,3848,3462,38496,6235,44731,46073
966,2450,498,887,3081,1803,373,3547,735,3306,220,1992,1912,20811,3117,23928,24407
967,32789,6633,13428,42712,22380,4098,43952,10192,41363,3990,27989,24214,273745,42064,315810,353707
968,9711,1833,4034,11795,7525,1452,14479,3022,14611,1335,8611,7746,86130,13951,100082,124102
969,735,157,288,780,444,79,1011,233,927,24,558,491,5733,793,6527,6592
970,592,116,229,719,360,79,804,181,746,34,459,441,4762,731,5494,6703
971,766,188,313,839,474,86,978,246,946,45,594,490,5974,859,6834,7039
972,3722,897,1650,4270,2429,343,4878,1174,4501,277,3161,2719,30014,4383,34398,42309
973,175,36,71,220,116,21,233,54,218,19,146,126,1441,218,1659,2124
974,265,50,110,322,206,39,396,82,400,36,235,212,2358,381,2740,3479
975,304,61,124,397,208,38,408,94,384,37,260,225,2546,391,2937,3789
976,3719,826,1434,4059,2509,425,4946,1106,4393,364,2947,2655,29383,4241,33625,36652
977,815,160,316,990,495,108,1107,249,1028,47,632,607,6558,1007,7565,8927
978,35,7,13,43,21,4,48,10,45,2,27,26,286,44,331,337
979,3809,719,1582,4626,2952,569,5679,1185,5731,523,3377,3038,33785,5472,39258,44754
980,695,170,284,761,430,78,888,223,859,41,539,445,5422,779,6202,7690
981,36186,7320,14819,47137,24699,4523,48506,11248,45649,4404,30889,26723,302110,46423,348534,432182
982,12541,3024,5559,14387,8183,1156,16432,3958,15165,933,10651,9161,101110,14765,115875,127463
983,1342,253,557,1629,1040,200,2000,417,2019,184,1190,1070,11902,1928,13830,16458
984,5472,1107,2241,7128,3735,684,7335,1701,6903,666,4671,4041,45690,7020,52711,55346
985,7715,1560,3159,10050,5266,964,10342,2398,9733,939,6586,5697,64413,9898,74311,76541
986,2596,555,1018,2753,1568,282,3568,823,3272,87,1971,1735,20234,2800,23034,29253
987,18625,3767,7627,24261,12712,2328,24966,5789,23495,2266,15898,13754,155494,23894,179389,184770
988,6334,1242,2454,7688,3849,845,8595,1934,7984,366,4908,4715,50908,7821,58729,59316
989,1122,249,432,1224,757,128,1492,333,1325,110,889,801,8865,1279,10145,12783
990,306,75,125,335,189,34,391,98,378,18,237,196,2387,343,2730,3058
991,7790,1290,3539,15308,4866,970,9258,2474,7802,2190,7873,5860,69213,12017,81230,102350
992,545,121,210,595,368,62,726,162,644,53,432,389,4312,622,4935,5626
993,4695,777,2133,9227,2933,585,5580,1491,4703,1320,4745,3532,41720,7243,48964,56309
994,266,59,102,291,179,30,354,79,315,26,211,190,2106,304,2411,2603
995,333,62,138,404,258,49,497,103,501,45,295,265,2956,478,3435,3607
996,11709,2210,4864,14221,9073,1751,17458,3643,17617,1609,10382,9339,103845,16821,120667,138767
997,3158,642,1144,3971,2324,481,4571,947,4261,284,2568,2464,26819,4017,30837,31762
998,87385,14475,39708,171717,54582,10890,103853,27756,87518,24568,88315,65738,776379,134797,911176,1102523
